id Amikacin Capreomycin Ciprofloxacin Ethambutol Ethionamide Isoniazid Kanamycin Moxifloxacin Ofloxacin PAA Prothionamide Pyrazinamide Rifampicin Streptomycin
SAMEA1707388 1 1 1 1 1 2 1 1 1 1 1 1 2 2
SAMEA1707393 1 1 2 2 1 1 1 2 1 2 1 1 2 2
SAMEA1707394 1 1 1 1 2 2 1 1 1 2 1 1 2 1
SAMEA1707396 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1707397 1 1 1 1 1 1 1 1 1 1 1 2 1 1
SAMEA1707398 1 1 1 1 1 2 1 1 1 1 1 1 1 2
SAMEA1707399 2 2 1 2 2 2 2 1 1 1 2 1 1 2
SAMEA1707401 1 1 1 1 1 1 1 1 1 2 1 1 1 1
SAMEA1707402 1 1 1 2 1 2 1 2 1 1 1 1 2 2
SAMEA1707406 2 2 1 1 1 1 2 1 1 1 1 2 1 1
SAMEA1707407 2 1 2 1 1 1 1 1 1 2 2 1 1 1
SAMEA1707408 2 1 2 1 2 2 2 1 1 1 1 1 1 2
SAMEA1707410 1 2 1 1 2 2 2 2 2 1 1 1 2 2
SAMEA1707413 1 1 1 1 2 2 1 1 1 1 1 1 1 2
SAMEA1707414 2 2 2 1 2 2 2 1 1 1 1 1 1 1
SAMEA1707415 2 1 2 1 2 1 2 1 1 1 1 1 1 1
SAMEA1707417 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1707418 1 1 1 1 2 1 1 1 1 2 1 1 1 2
SAMEA1707419 1 1 1 2 1 2 2 1 1 1 2 2 2 2
SAMEA1707422 1 1 1 2 2 2 1 1 1 1 1 1 2 2
SAMEA1707424 1 1 2 2 1 2 2 2 2 2 1 2 2 2
SAMEA1707425 1 2 1 1 1 2 1 1 1 1 2 1 2 2
SAMEA1707426 1 1 1 2 1 2 1 1 1 2 2 2 2 2
SAMEA1707427 1 1 1 1 1 2 1 2 2 1 1 1 2 2
SAMEA1707431 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1707433 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1707434 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1707435 1 1 1 2 1 2 1 2 1 2 2 1 2 2
SAMEA1707437 1 1 2 1 1 2 1 2 2 1 1 1 2 2
SAMEA1707438 1 1 1 1 1 2 1 1 1 1 2 1 2 2
SAMEA1707440 2 1 2 1 1 1 2 2 2 2 1 1 1 1
SAMEA1707442 1 1 1 1 1 1 1 1 1 1 2 1 1 1
SAMEA1707446 1 2 1 2 2 2 1 2 1 1 1 2 2 2
SAMEA1707448 1 1 1 1 2 1 1 1 1 1 1 1 1 1
SAMEA1707450 1 1 1 2 2 2 1 1 1 1 2 2 2 2
SAMEA1707451 1 1 1 1 1 1 1 2 1 1 1 1 1 1
SAMEA1707452 1 1 1 1 2 2 1 1 1 1 2 1 2 2
SAMEA1707455 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1707458 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1707460 1 1 2 2 1 2 1 2 1 1 2 1 2 2
SAMEA1707464 1 1 2 1 2 2 1 2 2 1 1 1 1 1
SAMEA1707466 1 1 1 1 1 2 1 1 1 2 2 1 2 2
SAMEA1707467 1 1 1 2 2 1 1 1 1 1 1 1 2 1
SAMEA1707468 2 1 2 2 2 2 2 1 1 1 1 1 2 2
SAMEA1707470 1 1 1 1 2 1 1 1 1 1 1 1 1 1
SAMEA1707471 1 1 1 2 2 2 1 1 1 1 2 1 2 2
SAMEA1707473 2 2 1 1 2 1 2 1 2 1 1 2 1 2
SAMEA1707475 1 1 1 1 1 2 1 1 1 1 2 1 2 2
SAMEA1707477 1 1 1 2 1 2 1 1 1 1 1 1 2 2
SAMEA1707478 2 1 2 1 2 1 2 1 2 1 1 1 1 1
SAMEA1707479 1 1 1 1 2 1 1 1 1 1 1 1 1 1
SAMEA1707480 2 1 2 1 2 1 2 1 1 2 1 1 1 1
SAMEA1707482 1 1 1 1 1 2 1 1 1 1 1 1 1 2
SAMEA1707484 1 1 1 1 2 2 1 1 1 1 1 1 1 2
SAMEA1707486 1 1 1 1 2 2 1 1 1 1 1 2 2 2
SAMEA1707487 1 1 1 1 1 2 1 1 1 2 1 1 1 2
SAMEA1707488 1 1 2 2 2 2 1 1 1 2 2 2 2 2
SAMEA1707490 1 1 1 2 1 2 1 1 1 1 1 2 2 2
SAMEA1707491 1 1 2 2 2 2 1 2 2 1 2 1 2 2
SAMEA1707494 1 1 1 1 2 1 1 1 1 1 1 1 1 1
SAMEA1707496 1 1 1 1 1 1 1 1 1 1 2 1 1 1
SAMEA1707498 1 1 1 1 1 2 1 1 1 1 1 2 1 2
SAMEA1707500 1 1 1 1 1 2 1 1 1 1 1 1 2 1
SAMEA1707502 1 1 1 2 1 2 1 1 1 2 2 2 2 2
SAMEA1707504 1 1 1 1 1 2 1 2 1 1 2 1 2 2
SAMEA1707505 1 1 2 2 2 2 2 2 2 1 1 1 1 2
SAMEA1707507 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1707508 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1707509 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1707511 1 1 1 1 1 2 2 1 2 1 2 2 2 2
SAMEA1707513 2 1 2 1 1 1 2 1 1 1 1 1 1 1
SAMEA1707514 1 1 1 1 1 2 1 1 1 2 2 2 1 2
SAMEA1707516 1 1 2 2 1 2 2 2 2 1 1 1 2 2
SAMEA1707519 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1707520 1 1 2 1 2 1 1 1 1 1 1 1 1 1
SAMEA1707521 1 2 1 2 2 1 1 1 1 2 1 1 1 2
SAMEA1707523 1 1 1 1 1 2 1 2 1 1 1 1 2 2
SAMEA1707524 1 1 1 1 2 2 1 1 1 1 1 1 2 2
SAMEA1707526 1 1 1 1 1 2 1 1 1 1 1 1 1 2
SAMEA1707527 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1707529 1 1 2 1 1 1 1 1 1 1 2 1 1 1
SAMEA1707530 2 2 1 1 1 1 2 1 1 1 1 1 1 1
SAMEA1707532 1 1 1 1 1 2 1 2 1 1 1 1 1 2
SAMEA1707533 1 1 1 1 1 2 1 1 1 1 2 1 1 2
SAMEA1707535 1 1 1 2 1 2 1 2 1 2 1 1 2 1
SAMEA1707536 1 1 1 1 1 1 2 1 1 1 1 1 1 1
SAMEA1707537 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1707539 1 1 1 1 1 1 1 1 1 2 1 1 1 1
SAMEA1707540 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1707542 2 2 1 1 1 1 2 1 1 1 1 1 1 1
SAMEA1707543 1 1 1 2 1 2 1 1 1 1 2 2 2 2
SAMEA1707544 1 1 1 1 1 1 1 1 1 2 1 1 1 1
SAMEA1707547 2 2 1 1 1 2 2 1 1 1 1 1 1 1
SAMEA1707548 1 1 1 2 1 2 1 1 1 1 1 1 2 1
SAMEA1707549 2 2 2 2 2 2 2 2 2 1 2 2 2 2
SAMEA1707551 1 1 1 2 2 2 1 1 1 1 1 1 2 2
SAMEA1707552 1 1 1 2 1 2 1 1 1 1 2 1 2 2
SAMEA1707556 1 1 1 1 1 2 1 1 1 1 1 1 1 2
SAMEA1707557 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1707558 1 1 1 1 1 2 1 2 2 1 2 1 2 2
SAMEA1707562 1 2 1 1 2 2 1 1 1 1 1 1 2 2
SAMEA1707564 1 1 1 1 2 2 1 2 1 1 1 1 2 1
SAMEA1707565 1 1 1 2 1 2 1 1 1 2 1 1 2 2
SAMEA1707569 1 1 1 1 1 2 1 2 1 1 1 1 1 2
SAMEA1707573 1 1 1 1 1 2 1 1 1 1 1 2 2 2
SAMEA1707574 1 1 1 2 2 2 1 1 1 1 1 1 2 2
SAMEA1707575 1 1 1 2 1 2 1 1 1 1 2 2 2 2
SAMEA1707577 1 1 1 1 2 1 1 1 1 2 1 1 1 2
SAMEA1707579 2 1 2 1 1 1 2 2 1 1 1 1 1 1
SAMEA1869154 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1869155 2 2 1 1 1 1 2 1 1 1 1 1 1 1
SAMEA1869285 2 1 2 1 1 1 2 1 1 1 1 1 1 1
SAMEA1869606 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1876025 1 1 1 1 2 1 1 1 1 2 1 1 1 1
SAMEA1902637 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1902639 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1902640 1 1 1 1 2 1 1 1 1 1 1 1 1 1
SAMEA1902641 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1902642 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA1902643 1 1 1 1 2 1 1 1 1 2 1 1 1 1
SAMEA1906476 1 1 1 1 2 1 1 1 1 1 1 1 1 1
SAMEA1919454 1 1 1 1 1 1 1 1 1 2 2 1 1 1
SAMEA1919455 2 2 2 2 1 2 2 2 2 1 2 1 2 1
SAMEA1919456 1 1 1 1 1 1 1 1 1 2 1 1 1 2
SAMEA1919457 1 1 1 1 1 1 1 1 1 1 2 1 1 1
SAMEA1919458 2 2 2 1 2 1 2 2 2 1 1 1 1 1
SAMEA1919459 1 1 1 1 1 1 1 1 1 2 2 1 1 1
SAMEA1919460 2 1 2 1 1 1 2 1 1 1 1 1 1 1
SAMEA1919461 1 1 1 1 2 1 1 1 1 1 1 1 1 2
SAMEA1919462 2 2 1 1 2 1 2 1 1 1 1 1 1 1
SAMEA1919463 1 1 1 1 2 2 2 1 1 1 2 1 1 2
SAMEA2167452 2 2 2 1 2 1 2 2 2 2 1 1 1 1
SAMEA2296953 1 1 2 2 2 2 1 2 2 1 1 2 2 2
SAMEA2296954 1 1 1 1 2 1 1 1 1 1 1 1 1 1
SAMEA2296957 1 1 1 1 1 1 1 1 1 2 1 2 1 1
SAMEA2296958 2 2 1 1 1 1 2 1 1 1 2 1 1 1
SAMEA2296960 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA2296961 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA2296962 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA2296963 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA2296964 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA2296965 1 1 1 1 1 1 1 1 1 2 2 1 1 1
SAMEA2296966 1 1 1 1 1 1 1 1 1 2 1 1 1 1
SAMEA2296967 1 1 1 1 1 2 1 1 1 2 1 1 1 2
SAMEA2296968 1 1 1 1 2 1 1 1 1 1 1 1 1 1
SAMEA2296969 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA2296970 1 1 1 1 1 2 1 1 1 1 2 1 1 1
SAMEA2296971 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA2296972 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA2296973 1 1 1 1 2 1 1 1 1 1 1 1 1 1
SAMEA2296974 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA2296975 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA2296976 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA2296977 1 1 1 1 2 1 1 1 1 2 1 1 1 2
SAMEA2296978 1 1 1 1 1 1 1 1 1 2 1 1 1 1
SAMEA2296979 1 1 1 1 1 1 1 1 1 1 2 1 1 1
SAMEA2296980 1 1 1 1 2 1 1 1 1 1 1 1 1 1
SAMEA2296982 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA2296984 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA2296985 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA2296986 1 1 1 1 1 1 2 1 1 1 1 1 1 1
SAMEA2296987 1 1 1 1 1 1 1 1 1 1 2 1 1 1
SAMEA2296988 1 1 1 1 1 1 1 1 1 1 2 1 1 1
SAMEA2296989 1 1 1 1 2 1 1 1 1 1 1 1 1 1
SAMEA2296990 1 1 1 1 1 1 2 1 1 1 1 1 1 1
SAMEA2296992 2 2 1 1 2 1 2 1 1 1 1 1 1 1
SAMEA2296993 1 1 1 1 1 2 1 1 1 1 1 1 1 1
SAMEA2296994 1 1 1 1 2 1 1 1 1 2 1 1 1 1
SAMEA2296995 2 2 2 1 1 1 2 2 2 1 2 1 1 1
SAMEA2296996 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA2296997 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA2296998 1 1 1 1 1 1 1 1 1 1 2 1 1 1
SAMEA2297000 1 1 1 1 1 1 1 1 1 2 1 1 1 1
SAMEA2297001 2 2 1 1 1 1 2 1 1 1 1 1 1 1
SAMEA2297002 1 1 2 2 1 1 1 1 1 2 1 1 1 1
SAMEA2297003 1 1 2 1 1 1 1 1 1 2 1 1 1 1
SAMEA2297004 1 1 1 1 1 1 1 1 1 2 1 1 1 1
SAMEA2297005 1 1 1 1 2 1 1 1 1 1 1 1 1 1
SAMEA2297006 1 1 1 1 1 1 1 1 1 2 1 1 1 1
SAMEA2297007 1 1 2 1 1 1 1 1 1 2 2 1 1 1
SAMEA2297008 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA2297010 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA2297011 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA2297012 1 1 1 1 1 1 1 1 1 2 1 1 1 1
SAMEA2297013 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA2297014 1 1 1 1 2 1 1 1 1 1 1 1 1 1
SAMEA2297015 1 1 1 1 1 1 1 1 1 1 2 1 1 1
SAMEA2297016 1 1 1 1 1 1 1 1 1 2 1 1 1 1
SAMEA2297017 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA2297018 1 1 1 1 1 1 1 1 1 2 1 1 1 1
SAMEA2297019 2 2 1 1 2 1 2 1 1 1 1 2 1 1
SAMEA2297020 2 2 1 1 2 1 2 1 1 1 1 1 1 1
SAMEA2297021 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA2297022 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA2297023 1 1 1 1 1 1 1 1 1 2 1 1 1 1
SAMEA2297024 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA2297025 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA2297026 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA2297028 1 1 1 1 2 1 2 1 2 1 1 1 1 1
SAMEA2297029 2 2 2 1 2 1 2 1 1 1 1 1 1 1
SAMEA2297030 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA2297031 1 1 1 1 1 1 1 1 2 1 1 2 1 1
SAMEA2297032 1 1 1 1 2 1 1 1 1 1 1 1 1 1
SAMEA2297034 1 1 1 1 1 1 1 1 1 2 1 1 1 1
SAMEA2297035 1 1 1 1 1 1 1 1 1 2 1 1 1 1
SAMEA2297036 2 2 2 1 1 1 2 2 2 1 1 1 1 1
SAMEA2297037 1 1 1 1 2 1 1 1 1 2 1 1 1 1
SAMEA2297038 1 1 1 1 2 1 1 1 1 1 2 1 1 1
SAMEA2297039 1 1 1 1 2 1 1 1 1 1 1 1 1 1
SAMEA2297040 1 1 1 1 1 1 1 1 1 2 1 1 2 1
SAMEA2297041 1 1 1 1 2 1 1 1 1 1 1 1 1 1
SAMEA2297042 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA2297043 2 1 2 1 1 1 2 2 2 2 1 1 1 1
SAMEA2297044 1 1 1 1 1 1 1 1 1 2 2 1 1 1
SAMEA2297045 1 1 1 1 2 1 1 1 1 1 1 1 1 1
SAMEA2297046 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA2297047 1 1 1 1 1 1 1 1 1 2 1 1 1 1
SAMEA2297048 1 2 1 1 2 1 1 1 1 1 1 1 1 1
SAMEA2297049 1 1 1 1 1 1 1 1 1 1 2 1 1 1
SAMEA2297050 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA2297051 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA2297052 1 1 1 1 2 1 1 1 1 1 2 1 1 1
SAMEA2297054 1 1 1 1 2 1 1 1 1 1 1 1 1 1
SAMEA2297058 1 1 1 1 2 1 1 1 1 1 1 1 1 1
SAMEA2297060 1 1 1 1 2 1 1 1 1 2 1 1 1 1
SAMEA2297061 1 1 1 1 1 1 1 1 1 2 1 1 1 1
SAMEA2297062 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA2297063 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA2297064 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA2297065 1 1 1 1 2 1 1 1 1 1 1 1 1 1
SAMEA2297068 1 1 1 1 1 1 1 1 1 1 2 1 1 1
SAMEA2297069 2 2 2 1 1 1 2 2 2 1 1 1 1 1
SAMEA2297071 1 2 1 1 2 1 1 1 1 1 1 1 1 1
SAMEA2297075 1 1 1 1 1 2 1 1 1 1 2 2 1 1
SAMEA2297076 1 1 1 1 2 1 1 1 1 2 1 1 1 1
SAMEA2297077 1 1 2 1 2 1 1 2 2 1 1 1 1 1
SAMEA2297078 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA2297080 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA2297081 1 1 1 1 1 1 1 1 1 2 1 1 1 1
SAMEA2297082 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA2297083 2 1 2 1 2 1 2 1 2 1 1 1 1 1
SAMEA2297084 1 1 1 1 2 1 1 1 1 2 1 1 1 1
SAMEA2297085 1 1 1 1 1 1 1 2 1 2 1 1 1 1
SAMEA2297086 1 1 2 1 1 1 1 1 1 1 2 1 1 1
SAMEA2297087 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA2297088 2 2 1 2 1 2 2 1 1 1 2 1 2 1
SAMEA2297089 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA2297090 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA2297091 1 1 1 1 2 1 1 1 1 1 1 1 1 1
SAMEA2297092 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA2297094 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA2297095 2 2 2 1 1 1 2 1 1 1 1 2 1 1
SAMEA2297096 1 1 1 1 1 1 1 2 1 2 2 1 1 1
SAMEA2297097 1 1 1 1 2 1 1 1 1 1 1 1 1 1
SAMEA2297098 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA2297099 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA2297100 2 2 1 1 1 1 2 1 1 1 2 1 1 1
SAMEA2297101 1 1 1 1 1 1 1 1 1 2 1 1 1 1
SAMEA2297102 1 1 1 1 1 1 2 1 1 1 1 1 1 1
SAMEA2297103 1 1 1 1 2 1 1 1 1 1 1 1 1 1
SAMEA2297104 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA2297105 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA2297106 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA2297107 1 1 1 1 1 1 1 1 1 1 2 1 1 1
SAMEA2297108 1 1 1 1 1 1 1 1 1 2 1 1 1 1
SAMEA2297111 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA2297112 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA2297113 2 2 1 1 2 1 2 1 1 1 1 1 1 1
SAMEA2297114 1 1 1 1 1 2 1 1 1 1 2 1 1 1
SAMEA2297116 1 1 1 1 2 1 1 1 1 1 1 1 1 1
SAMEA2297117 1 1 1 1 2 1 1 2 1 2 1 1 1 1
SAMEA2297118 1 1 1 1 1 1 1 2 1 1 1 1 1 1
SAMEA2297120 1 1 1 1 2 1 1 1 1 1 1 1 1 1
SAMEA2297121 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA2297122 2 2 1 1 1 1 2 1 1 1 1 1 1 1
SAMEA2297123 1 1 1 1 2 1 1 1 1 1 1 1 1 1
SAMEA2297124 1 1 1 2 2 2 1 1 1 1 2 2 2 2
SAMEA2297125 1 1 1 1 1 1 1 1 1 2 1 1 1 1
SAMEA2297126 2 1 2 1 1 1 2 1 1 1 1 1 1 1
SAMEA2297127 1 1 1 1 1 1 1 1 1 2 1 1 1 1
SAMEA2297128 1 1 2 1 1 1 1 2 1 1 1 1 1 1
SAMEA2297129 1 1 1 1 2 1 1 1 1 1 1 1 1 1
SAMEA2297131 1 1 2 1 2 1 1 2 2 1 1 1 1 1
SAMEA2297132 1 1 1 1 1 1 1 1 1 2 1 1 1 1
SAMEA2297133 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA2297135 1 1 1 1 2 1 1 1 1 1 1 1 1 1
SAMEA2297136 1 1 1 1 2 1 1 1 1 1 2 1 1 1
SAMEA2297137 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA2297138 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA2297140 1 1 2 1 1 1 1 1 1 2 1 1 1 1
SAMEA2297141 1 1 1 1 2 1 1 1 1 1 1 1 1 1
SAMEA2297142 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA2297143 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA2297148 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA2297149 1 1 1 1 1 1 1 1 1 2 1 1 1 1
SAMEA2297151 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA2297152 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA2297153 1 1 1 1 2 1 1 1 1 2 2 1 1 1
SAMEA2297154 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA2297155 1 1 1 1 2 2 2 1 1 1 1 1 1 2
SAMEA2297156 1 1 1 1 1 1 1 1 1 2 2 1 1 1
SAMEA2297157 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA2297158 2 2 1 1 1 1 2 1 1 1 1 1 1 1
SAMEA2297161 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA2297162 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA2297163 2 1 2 1 1 1 2 1 1 1 2 1 1 1
SAMEA2297164 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA2297165 1 1 1 1 1 1 1 1 1 2 1 1 1 1
SAMEA2297166 2 2 2 2 2 2 2 2 2 1 1 1 1 2
SAMEA2297167 1 1 1 1 1 1 1 1 1 2 2 1 1 1
SAMEA2297171 1 1 2 1 2 1 1 2 2 2 1 1 1 1
SAMEA2297172 1 1 1 1 2 1 1 1 1 1 1 1 1 1
SAMEA2297175 1 1 1 1 1 1 1 1 1 2 1 1 1 1
SAMEA2297176 1 1 1 1 2 1 1 1 1 1 1 1 1 1
SAMEA2297177 1 1 1 1 1 2 1 1 1 1 1 1 1 2
SAMEA2297178 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA2297181 1 1 1 1 1 1 1 1 1 2 1 1 1 1
SAMEA2297182 1 1 1 1 2 1 1 1 1 1 2 1 1 1
SAMEA2297188 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA2297192 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA2297193 1 1 1 1 2 1 1 1 1 1 1 1 1 1
SAMEA2297194 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA2297199 2 2 1 1 2 1 2 1 1 1 1 1 1 1
SAMEA2297200 2 2 1 1 2 1 2 1 1 1 1 1 1 1
SAMEA2297201 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA2297202 1 1 2 1 1 1 1 1 1 2 1 1 1 1
SAMEA2297203 1 2 1 1 2 1 1 1 1 1 1 1 1 1
SAMEA2297204 1 1 1 1 2 1 1 1 1 2 1 1 1 1
SAMEA2297205 1 1 1 1 1 1 1 1 1 2 1 1 1 2
SAMEA2399479 1 1 1 1 2 1 1 1 1 2 1 1 1 1
SAMEA2399480 1 1 1 1 2 1 1 1 1 1 1 1 1 1
SAMEA2399481 1 1 1 1 1 1 1 1 1 2 1 1 1 1
SAMEA2399482 1 1 1 1 1 1 1 1 1 2 1 1 1 1
SAMEA2399483 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA2399485 1 1 1 1 2 1 1 1 1 2 1 1 1 1
SAMEA2399486 1 1 1 1 2 1 1 1 1 1 1 1 1 1
SAMEA2399487 1 1 1 1 2 1 1 1 1 2 1 1 1 1
SAMEA2399489 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA2399490 1 1 1 1 1 1 1 2 1 1 1 1 1 1
SAMEA2399491 1 1 1 1 1 1 1 1 1 2 1 1 1 1
SAMEA2399493 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA2399494 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA2399495 1 1 1 1 2 1 1 1 1 1 1 1 1 1
SAMEA2517424 2 2 1 1 2 1 2 1 1 1 1 1 1 1
SAMEA2517425 2 2 2 1 2 1 2 1 1 1 1 1 1 1
SAMEA2517426 1 1 1 1 2 1 1 1 1 1 1 1 1 1
SAMEA2517428 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA2517430 1 1 1 1 2 1 1 1 1 1 1 1 1 1
SAMEA2517431 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA2517445 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA2517446 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA2533341 1 1 2 1 1 1 1 1 2 2 1 1 1 1
SAMEA2533342 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA2533343 1 1 1 1 2 1 1 1 1 1 1 1 1 1
SAMEA2533345 1 1 1 1 1 1 1 1 2 1 1 1 1 1
SAMEA2533350 1 2 1 1 2 1 1 1 1 1 2 1 1 1
SAMEA2533351 2 1 2 1 1 1 1 1 1 1 2 1 1 1
SAMEA2533352 2 2 2 1 2 1 2 2 2 1 1 1 1 1
SAMEA2533354 1 1 1 1 1 1 1 1 1 1 2 1 1 1
SAMEA2533355 1 1 2 1 1 1 1 1 1 1 1 1 1 1
SAMEA2533357 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA2533362 1 1 1 1 2 1 1 1 1 1 2 1 1 1
SAMEA2533364 1 1 1 1 1 2 2 2 2 1 1 2 2 2
SAMEA2533365 1 1 1 2 2 2 1 1 1 1 1 1 2 2
SAMEA2533366 1 1 1 1 2 1 1 1 1 1 1 1 1 1
SAMEA2533367 1 1 1 1 2 1 1 1 1 2 1 1 1 1
SAMEA2533368 1 1 1 2 2 2 1 1 1 1 1 1 2 2
SAMEA2533370 1 1 1 1 2 1 1 1 1 1 1 1 1 1
SAMEA2533373 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA2533374 1 1 1 1 1 1 1 1 1 1 1 1 1 1
SAMEA2533375 1 1 1 1 1 1 1 1 1 2 1 1 1 1
SAMEA2533376 1 1 2 2 1 2 1 1 1 1 1 2 2 2
SAMEA2533377 1 1 1 2 2 2 1 1 1 1 2 2 2 2
SAMEA2533379 2 2 1 2 2 2 2 1 1 1 1 2 2 2
SAMEA2533382 1 1 1 1 1 1 1 1 1 1 1 1 1 1
